summer,winter,name,fall,spring,number,description
 , ,Cryptography and Computer Security, ,[u'Section 01'],CMPS290X,"[u'Research seminar on encryption and related technologies. Topics include theory of codes, random sequences and generators, public key cryptosystems, private key cyphers, key exchange protocols, quantum computing and cryptography. Major project required. Prerequisite: interview with instructor. Enrollment limited to 12. May be repeated for credit. The Staff', u'5 Credits']"
 ,[u'Section 01'],Playable Media, , ,CMPS290J,"[u'Course focuses on media, such as computer games that invite and structure play.  Work includes building and critiquing a series of prototypes; studying major examples in the field; and discussing both theoretical and practice-oriented texts. (Also offered as Digital Arts and New Media 250D. Students cannot receive credit for both courses.)  Enrollment restricted to graduate students.  May be repeated for credit. N. Wardrip-Fruin', u'5 Credits']"
 ,[u'Section 01'],Advanced Topics in Computer Systems, , ,CMPS290S,"[u""Focuses on current research topics in computer systems. Topics vary from year to year depending on the current research of the instructor(s) and the interests of the students. Students read technical papers from current journals and conference proceedings, and present class lectures. A research project is required. Prerequisite(s): course 221. Enrollment restricted to graduate students; qualified undergraduates may enroll with instructor's consent. May be repeated for credit. S. Brandt, D. Long, E. Miller"", u'5 Credits']"
 , ,Topics in Computational Cinematography,"[u'Section 01', u'Section 50']", ,CMPS290P,"[u'Focuses on discussion of recent advances in the area of visual storytelling in graphical environments. Major topics covered in this course are: intelligent camera control, shot-composition, lighting design, interactive storytelling, and computational techniques associated with these applications. Class will consist of in-class discussions and student presentations of research papers and a final student project. A. Jhala', u'5 Credits']"
 ,"[u'Section 01', u'Section 50']",Topics in Database Systems, , ,CMPS290H,"[u'Focuses on current research topics in database systems. Different offerings cover different topics depending on current research of instructor(s) and the interests of students. Students read technical papers from journals and conference proceedings and present class lectures. A research project is required. Prerequisite(s): course 180 (or equivalent) or 277 or consent of instructor. Enrollment restricted to graduate students. Enrollment limited to 20. May be repeated for credit. N. Polyzotis, P. Kolaitis, W. Tan', u'5 Credits']"
 ,[u'Section 01'],Internet Technology and Policy, , ,CMPS290I,[]
 ,[u'Section 01'],Topics in Software Engineering, , ,CMPS290G,"[u'Research seminar on current topics in software engineering. Topics vary from year to year depending on the current research of the instructor(s) and interests of students. Students read technical papers from relevant journals and conference proceedings. Synthesis and understanding of materials is demonstrated by a required research project. Prerequisite(s): Computer Engineering 276 recommended. Enrollment restricted to graduate students; undergraduates may enroll with permission of instructor. Enrollment limited to 35. May be repeated for credit. L. De Alfaro, C. Flanagan, C. McDowell, J. Whitehead', u'5 Credits']"
 ,[u'Section 01'],Advanced Topics in Computer Graphics, , ,CMPS290B,"[u'A graduate seminar in computer graphics on topics from recently published research journal articles and conference proceedings. Topics vary from year to year depending on interests of students. Primary areas of interest are likely to be scientific visualization, modeling, rendering, scattered data techniques, wavelets, and color and vision models. Students read technical papers and present class lectures. Guest lectures supplement the student presentations. A research project is required. Enrollment limited to 15. J. Davis, S. Lodha, A. Pang', u'5 Credits']"
 , ,Neural Computation, ,[u'Section 01'],CMPS290D,"[u'An introduction to the design and analysis of neural network algorithms. Concentrates on large artificial neural networks and their applications in pattern recognition, signal processing, and forecasting and control. Topics include Hopfield and Boltzmann machines, perceptions, multilayer feed forward nets, and multilayer recurrent networks. Enrollment restricted to graduate students. Offered in alternate academic years. May be repeated for credit. M. Warmuth', u'5 Credits']"
 ,[u'Section 01'],Seminar in Natural Language Processing and Dialogue,[u'Section 01'],[u'Section 01'],CMPS280Z,"[u'Covers advanced topics and current research in natural language processing. Focuses on student presentations and seminar participation.', u'2 Credits']"
 , ,Object-Oriented Programming Methodology, ,[u'Section 01'],CMPS290E,"[u'Object-oriented programming methodology is the application of abstract-data types and polymorphism to coding solution. Topics geared to beginning thesis research in this field. Prerequisite(s): courses 201 and 203. Enrollment restricted to graduate students. Enrollment limited to 20. May be repeated for credit. C. McDowell, I. Pohl', u'5 Credits']"
 ,[u'Section 01'],Applications of Combinatorics, , ,CMPS290F,"[u'Combinatorial mathematics, including summation methods, working with binomial coefficients, combinatorial sequences (Fibonacci, Stirling, Eulerian, Harmonic, Bernoulli numbers), generating functions and their uses, Bernoulli processes, and other topics in discrete probability. Oriented toward problem solving, applications mainly to computer science, but also physics. Prerequisite(s): Computer Engineering 16 and Applied Mathematics and Statistics 27. Enrollment restricted to graduate students and upper-division undergraduates. Offered in alternate academic years. May be repeated for credit. I. Pohl', u'5 Credits']"
 ,[u'Section 01'],Topics in Algorithms and Complexity Theory: Probabilistic Algorithms and Average Case Analysis, , ,CMPS290A,"[u'Graduate seminar in algorithms and complexity theory on topics from recently published research journal articles and conference proceedings. Topics vary from year to year depending on the current research of the instructor(s) and interests of students. Students read technical papers from relevant journals and conference proceedings and present class lectures. Guest lectures may supplement the student presentations. A research project and/or paper may be required. Enrollment restricted to graduate students. Enrollment limited to 15. May be repeated for credit. D. Achlioptas, A. Van Gelder', u'5 Credits']"
 , ,Advanced Topics in Machine Learning, ,[u'Section 01'],CMPS290C,"[u'In-depth study of current research topics in machine learning. Topics vary from year to year but include multi-class learning with boosting and SUM algorithms, belief nets, independent component analysis, MCMC sampling, and advanced clustering methods. Students read and present research papers; theoretical homework in addition to a research project. Prerequisite(s): course 242. D. Helmbold, M. Warmuth', u'5 Credits']"
 ,[u'Section 01'],Seminar on Expressive AI,[u'Section 01'],[u'Section 01'],CMPS280X,"[u'Weekly seminar covering topics of current research in artificial intelligence applied to interactive art and entertainment, including computer games. Enrollment restricted to graduate students. Enrollment limited to 30. May be repeated for credit. M. Mateas', u'2 Credits']"
 , ,Seminar on Computer Graphics, ,[u'Section 01'],CMPS280J,"[u'Weekly seminar covering topics of current research in computer graphics. Enrollment restricted to graduate students and by permission of instructor. Enrollment limited to 30. May be repeated for credit. J. Davis', u'2 Credits']"
 , ,Seminar in Digital Media,[u'Section 01'], ,CMPS280W,"[u'Covers advanced topics and current research in digital media; the interdisciplinary field at the intersection of computer science, media authoring, and models of interpretation from the humanities and social sciences.  Focus on student presentations and seminar participation.  Enrollment restricted to graduate students.  N. Wardrip-Fruin', u'2 Credits']"
